Gstin,Month,DelayDays
15ABCDE4596F1Z872,2023-04,5
15ABCDE4596F1Z872,2023-05,5
15ABCDE4596F1Z872,2023-06,-3
21ABCDE8842F1Z873,2023-01,-1
21ABCDE8842F1Z873,2023-02,-1
21ABCDE8842F1Z873,2023-03,3
21ABCDE8842F1Z873,2023-04,-2
21ABCDE8842F1Z873,2023-05,1
21ABCDE8842F1Z873,2023-06,-4
23ABCDE9291F1Z874,2023-01,1
23ABCDE9291F1Z874,2023-02,-3
23ABCDE9291F1Z874,2023-03,0
23ABCDE9291F1Z874,2023-04,-3
23ABCDE9291F1Z874,2023-05,4
23ABCDE9291F1Z874,2023-06,-3
20ABCDE2810F1Z875,2023-01,-4
20ABCDE2810F1Z875,2023-02,-3
20ABCDE2810F1Z875,2023-03,5
20ABCDE2810F1Z875,2023-04,5
20ABCDE2810F1Z875,2023-05,-5
20ABCDE2810F1Z875,2023-06,4
25ABCDE5996F1Z876,2023-01,0
25ABCDE5996F1Z876,2023-02,5
25ABCDE5996F1Z876,2023-03,-5
25ABCDE5996F1Z876,2023-04,2
25ABCDE5996F1Z876,2023-05,0
25ABCDE5996F1Z876,2023-06,-5
35ABCDE5529F1Z877,2023-01,3
35ABCDE5529F1Z877,2023-02,5
35ABCDE5529F1Z877,2023-03,-3
35ABCDE5529F1Z877,2023-04,5
35ABCDE5529F1Z877,2023-05,-3
35ABCDE5529F1Z877,2023-06,1
29ABCDE4254F1Z878,2023-01,3
29ABCDE4254F1Z878,2023-02,1
29ABCDE4254F1Z878,2023-03,5
29ABCDE4254F1Z878,2023-04,0
29ABCDE4254F1Z878,2023-05,-5
29ABCDE4254F1Z878,2023-06,4
29ABCDE2689F1Z879,2023-01,1
29ABCDE2689F1Z879,2023-02,3
29ABCDE2689F1Z879,2023-03,-2
29ABCDE2689F1Z879,2023-04,-5
29ABCDE2689F1Z879,2023-05,2
29ABCDE2689F1Z879,2023-06,5
12ABCDE1045F1Z880,2023-01,-4
12ABCDE1045F1Z880,2023-02,0
12ABCDE1045F1Z880,2023-03,0
12ABCDE1045F1Z880,2023-04,4
12ABCDE1045F1Z880,2023-05,2
12ABCDE1045F1Z880,2023-06,4
13ABCDE8879F1Z881,2023-01,3
13ABCDE8879F1Z881,2023-02,2
13ABCDE8879F1Z881,2023-03,0
13ABCDE8879F1Z881,2023-04,2
13ABCDE8879F1Z881,2023-05,2
13ABCDE8879F1Z881,2023-06,5
15ABCDE7277F1Z882,2023-01,3
15ABCDE7277F1Z882,2023-02,2
15ABCDE7277F1Z882,2023-03,-2
15ABCDE7277F1Z882,2023-04,0
15ABCDE7277F1Z882,2023-05,-4
15ABCDE7277F1Z882,2023-06,-1
31ABCDE9450F1Z883,2023-01,-4
31ABCDE9450F1Z883,2023-02,-1
31ABCDE9450F1Z883,2023-03,-2
31ABCDE9450F1Z883,2023-04,2
31ABCDE9450F1Z883,2023-05,-4
31ABCDE9450F1Z883,2023-06,5
23ABCDE3993F1Z884,2023-01,-1
23ABCDE3993F1Z884,2023-02,-3
23ABCDE3993F1Z884,2023-03,5
23ABCDE3993F1Z884,2023-04,3
23ABCDE3993F1Z884,2023-05,-1
23ABCDE3993F1Z884,2023-06,-3
34ABCDE8942F1Z885,2023-01,-1
34ABCDE8942F1Z885,2023-02,0
34ABCDE8942F1Z885,2023-03,1
34ABCDE8942F1Z885,2023-04,0
34ABCDE8942F1Z885,2023-05,3
34ABCDE8942F1Z885,2023-06,5
11ABCDE1057F1Z886,2023-01,-4
11ABCDE1057F1Z886,2023-02,0
11ABCDE1057F1Z886,2023-03,3
11ABCDE1057F1Z886,2023-04,3
11ABCDE1057F1Z886,2023-05,-5
11ABCDE1057F1Z886,2023-06,-5
22ABCDE7185F1Z887,2023-01,-4
22ABCDE7185F1Z887,2023-02,2
22ABCDE7185F1Z887,2023-03,5
22ABCDE7185F1Z887,2023-04,-5
22ABCDE7185F1Z887,2023-05,4
22ABCDE7185F1Z887,2023-06,-5
32ABCDE6224F1Z888,2023-01,5
32ABCDE6224F1Z888,2023-02,3
32ABCDE6224F1Z888,2023-03,1
32ABCDE6224F1Z888,2023-04,-5
32ABCDE6224F1Z888,2023-05,0
32ABCDE6224F1Z888,2023-06,3
31ABCDE3814F1Z889,2023-01,5
31ABCDE3814F1Z889,2023-02,4
31ABCDE3814F1Z889,2023-03,-3
31ABCDE3814F1Z889,2023-04,0
31ABCDE3814F1Z889,2023-05,-2
31ABCDE3814F1Z889,2023-06,-1
21ABCDE3550F1Z890,2023-01,-1
21ABCDE3550F1Z890,2023-02,5
21ABCDE3550F1Z890,2023-03,2
21ABCDE3550F1Z890,2023-04,2
21ABCDE3550F1Z890,2023-05,-2
21ABCDE3550F1Z890,2023-06,4
22ABCDE4436F1Z891,2023-01,3
22ABCDE4436F1Z891,2023-02,-5
22ABCDE4436F1Z891,2023-03,5
22ABCDE4436F1Z891,2023-04,-1
22ABCDE4436F1Z891,2023-05,2
22ABCDE4436F1Z891,2023-06,-5
12ABCDE4530F1Z892,2023-01,0
12ABCDE4530F1Z892,2023-02,2
12ABCDE4530F1Z892,2023-03,0
12ABCDE4530F1Z892,2023-04,-5
12ABCDE4530F1Z892,2023-05,5
12ABCDE4530F1Z892,2023-06,2
17ABCDE3058F1Z893,2023-01,3
17ABCDE3058F1Z893,2023-02,3
17ABCDE3058F1Z893,2023-03,3
17ABCDE3058F1Z893,2023-04,-1
17ABCDE3058F1Z893,2023-05,3
17ABCDE3058F1Z893,2023-06,4
33ABCDE8660F1Z894,2023-01,4
33ABCDE8660F1Z894,2023-02,0
33ABCDE8660F1Z894,2023-03,-5
33ABCDE8660F1Z894,2023-04,4
33ABCDE8660F1Z894,2023-05,2
33ABCDE8660F1Z894,2023-06,-2
33ABCDE6154F1Z895,2023-01,-5
33ABCDE6154F1Z895,2023-02,-5
33ABCDE6154F1Z895,2023-03,5
33ABCDE6154F1Z895,2023-04,1
33ABCDE6154F1Z895,2023-05,-2
33ABCDE6154F1Z895,2023-06,5
29ABCDE1772F1Z896,2023-01,2
29ABCDE1772F1Z896,2023-02,-2
29ABCDE1772F1Z896,2023-03,4
29ABCDE1772F1Z896,2023-04,4
29ABCDE1772F1Z896,2023-05,-4
29ABCDE1772F1Z896,2023-06,-3
36ABCDE5822F1Z897,2023-01,3
36ABCDE5822F1Z897,2023-02,-1
36ABCDE5822F1Z897,2023-03,-2
36ABCDE5822F1Z897,2023-04,0
36ABCDE5822F1Z897,2023-05,4
36ABCDE5822F1Z897,2023-06,-1
25ABCDE4733F1Z898,2023-01,4
25ABCDE4733F1Z898,2023-02,2
25ABCDE4733F1Z898,2023-03,-5
25ABCDE4733F1Z898,2023-04,5
25ABCDE4733F1Z898,2023-05,-4
25ABCDE4733F1Z898,2023-06,-5
28ABCDE5946F1Z899,2023-01,-1
28ABCDE5946F1Z899,2023-02,-1
28ABCDE5946F1Z899,2023-03,-4
28ABCDE5946F1Z899,2023-04,0
28ABCDE5946F1Z899,2023-05,3
28ABCDE5946F1Z899,2023-06,-2
23ABCDE7779F1Z900,2023-01,1
23ABCDE7779F1Z900,2023-02,5
23ABCDE7779F1Z900,2023-03,-4
23ABCDE7779F1Z900,2023-04,-2
23ABCDE7779F1Z900,2023-05,5
23ABCDE7779F1Z900,2023-06,-5
33ABCDE3319F1Z901,2023-01,-5
33ABCDE3319F1Z901,2023-02,5
33ABCDE3319F1Z901,2023-03,2
33ABCDE3319F1Z901,2023-04,-5
33ABCDE3319F1Z901,2023-05,-4
33ABCDE3319F1Z901,2023-06,-1
29ABCDE2815F1Z902,2023-01,0
29ABCDE2815F1Z902,2023-02,3
29ABCDE2815F1Z902,2023-03,5
29ABCDE2815F1Z902,2023-04,1
29ABCDE2815F1Z902,2023-05,-1
29ABCDE2815F1Z902,2023-06,0
30ABCDE2951F1Z903,2023-01,4
30ABCDE2951F1Z903,2023-02,-2
30ABCDE2951F1Z903,2023-03,-4
30ABCDE2951F1Z903,2023-04,-3
30ABCDE2951F1Z903,2023-05,-1
30ABCDE2951F1Z903,2023-06,-3
15ABCDE6330F1Z904,2023-01,-1
15ABCDE6330F1Z904,2023-02,1
15ABCDE6330F1Z904,2023-03,-2
15ABCDE6330F1Z904,2023-04,-1
15ABCDE6330F1Z904,2023-05,1
15ABCDE6330F1Z904,2023-06,-4
17ABCDE7235F1Z905,2023-01,-2
17ABCDE7235F1Z905,2023-02,2
17ABCDE7235F1Z905,2023-03,3
17ABCDE7235F1Z905,2023-04,-4
17ABCDE7235F1Z905,2023-05,-5
17ABCDE7235F1Z905,2023-06,3
16ABCDE6580F1Z906,2023-01,-5
16ABCDE6580F1Z906,2023-02,3
16ABCDE6580F1Z906,2023-03,4
16ABCDE6580F1Z906,2023-04,5
16ABCDE6580F1Z906,2023-05,0
16ABCDE6580F1Z906,2023-06,-3
19ABCDE6366F1Z907,2023-01,-4
19ABCDE6366F1Z907,2023-02,-2
19ABCDE6366F1Z907,2023-03,2
19ABCDE6366F1Z907,2023-04,3
19ABCDE6366F1Z907,2023-05,0
19ABCDE6366F1Z907,2023-06,-3
27ABCDE4969F1Z908,2023-01,-2
27ABCDE4969F1Z908,2023-02,-2
27ABCDE4969F1Z908,2023-03,-4
27ABCDE4969F1Z908,2023-04,2
27ABCDE4969F1Z908,2023-05,1
27ABCDE4969F1Z908,2023-06,-1
29ABCDE8917F1Z909,2023-01,4
29ABCDE8917F1Z909,2023-02,-2
29ABCDE8917F1Z909,2023-03,-2
29ABCDE8917F1Z909,2023-04,-1
29ABCDE8917F1Z909,2023-05,-3
29ABCDE8917F1Z909,2023-06,2
10ABCDE7910F1Z910,2023-01,0
10ABCDE7910F1Z910,2023-02,0
10ABCDE7910F1Z910,2023-03,-2
10ABCDE7910F1Z910,2023-04,2
10ABCDE7910F1Z910,2023-05,-4
10ABCDE7910F1Z910,2023-06,5
33ABCDE8751F1Z911,2023-01,-1
33ABCDE8751F1Z911,2023-02,-2
33ABCDE8751F1Z911,2023-03,-3
33ABCDE8751F1Z911,2023-04,0
33ABCDE8751F1Z911,2023-05,2
33ABCDE8751F1Z911,2023-06,-4
16ABCDE4040F1Z912,2023-01,-4
16ABCDE4040F1Z912,2023-02,3
16ABCDE4040F1Z912,2023-03,0
16ABCDE4040F1Z912,2023-04,1
16ABCDE4040F1Z912,2023-05,3
16ABCDE4040F1Z912,2023-06,5
21ABCDE1891F1Z913,2023-01,0
21ABCDE1891F1Z913,2023-02,-5
21ABCDE1891F1Z913,2023-03,-1
21ABCDE1891F1Z913,2023-04,-4
21ABCDE1891F1Z913,2023-05,-1
21ABCDE1891F1Z913,2023-06,-3
18ABCDE1526F1Z914,2023-01,2
18ABCDE1526F1Z914,2023-02,5
18ABCDE1526F1Z914,2023-03,-2
18ABCDE1526F1Z914,2023-04,4
18ABCDE1526F1Z914,2023-05,2
18ABCDE1526F1Z914,2023-06,0
31ABCDE8949F1Z915,2023-01,-2
31ABCDE8949F1Z915,2023-02,-4
31ABCDE8949F1Z915,2023-03,4
31ABCDE8949F1Z915,2023-04,-5
31ABCDE8949F1Z915,2023-05,-4
31ABCDE8949F1Z915,2023-06,-5
16ABCDE8753F1Z916,2023-01,-4
16ABCDE8753F1Z916,2023-02,2
16ABCDE8753F1Z916,2023-03,0
16ABCDE8753F1Z916,2023-04,-4
16ABCDE8753F1Z916,2023-05,-3
16ABCDE8753F1Z916,2023-06,-2
28ABCDE4010F1Z917,2023-01,-3
28ABCDE4010F1Z917,2023-02,2
28ABCDE4010F1Z917,2023-03,-2
28ABCDE4010F1Z917,2023-04,-1
28ABCDE4010F1Z917,2023-05,-4
28ABCDE4010F1Z917,2023-06,2
23ABCDE9572F1Z918,2023-01,-2
23ABCDE9572F1Z918,2023-02,-4
23ABCDE9572F1Z918,2023-03,1
23ABCDE9572F1Z918,2023-04,2
23ABCDE9572F1Z918,2023-05,3
23ABCDE9572F1Z918,2023-06,4
27ABCDE7945F1Z919,2023-01,1
27ABCDE7945F1Z919,2023-02,-3
27ABCDE7945F1Z919,2023-03,-5
27ABCDE7945F1Z919,2023-04,-3
27ABCDE7945F1Z919,2023-05,5
27ABCDE7945F1Z919,2023-06,-2
13ABCDE7599F1Z920,2023-01,-1
13ABCDE7599F1Z920,2023-02,-3
13ABCDE7599F1Z920,2023-03,-1
13ABCDE7599F1Z920,2023-04,2
13ABCDE7599F1Z920,2023-05,1
13ABCDE7599F1Z920,2023-06,-1
22ABCDE3274F1Z921,2023-01,-2
22ABCDE3274F1Z921,2023-02,1
22ABCDE3274F1Z921,2023-03,2
22ABCDE3274F1Z921,2023-04,-3
22ABCDE3274F1Z921,2023-05,-2
22ABCDE3274F1Z921,2023-06,-4
23ABCDE6545F1Z922,2023-01,4
23ABCDE6545F1Z922,2023-02,-3
23ABCDE6545F1Z922,2023-03,-1
23ABCDE6545F1Z922,2023-04,3
23ABCDE6545F1Z922,2023-05,-1
23ABCDE6545F1Z922,2023-06,2
35ABCDE1950F1Z923,2023-01,3
35ABCDE1950F1Z923,2023-02,-4
35ABCDE1950F1Z923,2023-03,-2
35ABCDE1950F1Z923,2023-04,-3
35ABCDE1950F1Z923,2023-05,-1
35ABCDE1950F1Z923,2023-06,-2
33ABCDE9435F1Z924,2023-01,-5
33ABCDE9435F1Z924,2023-02,3
33ABCDE9435F1Z924,2023-03,-5
33ABCDE9435F1Z924,2023-04,-1
33ABCDE9435F1Z924,2023-05,0
33ABCDE9435F1Z924,2023-06,-1
12ABCDE2478F1Z925,2023-01,-2
12ABCDE2478F1Z925,2023-02,1
12ABCDE2478F1Z925,2023-03,-4
12ABCDE2478F1Z925,2023-04,0
12ABCDE2478F1Z925,2023-05,1
12ABCDE2478F1Z925,2023-06,3
33ABCDE7938F1Z926,2023-01,-4
33ABCDE7938F1Z926,2023-02,-3
33ABCDE7938F1Z926,2023-03,1
33ABCDE7938F1Z926,2023-04,-4
33ABCDE7938F1Z926,2023-05,-4
33ABCDE7938F1Z926,2023-06,4
32ABCDE9348F1Z927,2023-01,5
32ABCDE9348F1Z927,2023-02,-2
32ABCDE9348F1Z927,2023-03,1
32ABCDE9348F1Z927,2023-04,4
32ABCDE9348F1Z927,2023-05,0
32ABCDE9348F1Z927,2023-06,1
15ABCDE8290F1Z928,2023-01,-2
15ABCDE8290F1Z928,2023-02,-5
15ABCDE8290F1Z928,2023-03,4
15ABCDE8290F1Z928,2023-04,-4
15ABCDE8290F1Z928,2023-05,0
15ABCDE8290F1Z928,2023-06,5
31ABCDE1724F1Z929,2023-01,3
31ABCDE1724F1Z929,2023-02,-5
31ABCDE1724F1Z929,2023-03,1
31ABCDE1724F1Z929,2023-04,-1
31ABCDE1724F1Z929,2023-05,5
31ABCDE1724F1Z929,2023-06,1
31ABCDE8999F1Z930,2023-01,3
31ABCDE8999F1Z930,2023-02,4
31ABCDE8999F1Z930,2023-03,5
31ABCDE8999F1Z930,2023-04,4
31ABCDE8999F1Z930,2023-05,5
31ABCDE8999F1Z930,2023-06,1
29ABCDE6278F1Z931,2023-01,2
29ABCDE6278F1Z931,2023-02,3
29ABCDE6278F1Z931,2023-03,1
29ABCDE6278F1Z931,2023-04,3
29ABCDE6278F1Z931,2023-05,3
29ABCDE6278F1Z931,2023-06,3
35ABCDE6419F1Z932,2023-01,5
35ABCDE6419F1Z932,2023-02,0
35ABCDE6419F1Z932,2023-03,0
35ABCDE6419F1Z932,2023-04,0
35ABCDE6419F1Z932,2023-05,5
35ABCDE6419F1Z932,2023-06,-2
35ABCDE5442F1Z933,2023-01,0
35ABCDE5442F1Z933,2023-02,4
35ABCDE5442F1Z933,2023-03,4
35ABCDE5442F1Z933,2023-04,3
35ABCDE5442F1Z933,2023-05,-2
35ABCDE5442F1Z933,2023-06,5
35ABCDE7844F1Z934,2023-01,-5
35ABCDE7844F1Z934,2023-02,0
35ABCDE7844F1Z934,2023-03,3
35ABCDE7844F1Z934,2023-04,-4
35ABCDE7844F1Z934,2023-05,-4
35ABCDE7844F1Z934,2023-06,3
27ABCDE1897F1Z935,2023-01,3
27ABCDE1897F1Z935,2023-02,2
27ABCDE1897F1Z935,2023-03,-5
27ABCDE1897F1Z935,2023-04,2
27ABCDE1897F1Z935,2023-05,3
27ABCDE1897F1Z935,2023-06,5
32ABCDE4086F1Z936,2023-01,4
32ABCDE4086F1Z936,2023-02,-5
32ABCDE4086F1Z936,2023-03,4
32ABCDE4086F1Z936,2023-04,-2
32ABCDE4086F1Z936,2023-05,-2
32ABCDE4086F1Z936,2023-06,-5
27ABCDE8307F1Z937,2023-01,-5
27ABCDE8307F1Z937,2023-02,2
27ABCDE8307F1Z937,2023-03,3
27ABCDE8307F1Z937,2023-04,5
27ABCDE8307F1Z937,2023-05,-1
27ABCDE8307F1Z937,2023-06,-2
15ABCDE6730F1Z938,2023-01,1
15ABCDE6730F1Z938,2023-02,-1
15ABCDE6730F1Z938,2023-03,4
15ABCDE6730F1Z938,2023-04,-3
15ABCDE6730F1Z938,2023-05,-4
15ABCDE6730F1Z938,2023-06,0
17ABCDE1520F1Z939,2023-01,-4
17ABCDE1520F1Z939,2023-02,-5
17ABCDE1520F1Z939,2023-03,-4
17ABCDE1520F1Z939,2023-04,-4
17ABCDE1520F1Z939,2023-05,-2
17ABCDE1520F1Z939,2023-06,2
35ABCDE9088F1Z940,2023-01,-5
35ABCDE9088F1Z940,2023-02,4
35ABCDE9088F1Z940,2023-03,4
35ABCDE9088F1Z940,2023-04,-2
35ABCDE9088F1Z940,2023-05,-1
35ABCDE9088F1Z940,2023-06,0
22ABCDE3520F1Z941,2023-01,-1
22ABCDE3520F1Z941,2023-02,-3
22ABCDE3520F1Z941,2023-03,-4
22ABCDE3520F1Z941,2023-04,0
22ABCDE3520F1Z941,2023-05,1
22ABCDE3520F1Z941,2023-06,-2
22ABCDE2221F1Z942,2023-01,3
22ABCDE2221F1Z942,2023-02,-2
22ABCDE2221F1Z942,2023-03,-2
22ABCDE2221F1Z942,2023-04,-5
22ABCDE2221F1Z942,2023-05,5
22ABCDE2221F1Z942,2023-06,-2
31ABCDE2874F1Z943,2023-01,5
31ABCDE2874F1Z943,2023-02,-3
31ABCDE2874F1Z943,2023-03,4
31ABCDE2874F1Z943,2023-04,-2
31ABCDE2874F1Z943,2023-05,1
31ABCDE2874F1Z943,2023-06,-3
15ABCDE3539F1Z944,2023-01,3
15ABCDE3539F1Z944,2023-02,0
15ABCDE3539F1Z944,2023-03,-1
15ABCDE3539F1Z944,2023-04,-1
15ABCDE3539F1Z944,2023-05,-2
15ABCDE3539F1Z944,2023-06,0
29ABCDE9845F1Z945,2023-01,-4
29ABCDE9845F1Z945,2023-02,5
29ABCDE9845F1Z945,2023-03,-3
29ABCDE9845F1Z945,2023-04,-1
29ABCDE9845F1Z945,2023-05,-1
29ABCDE9845F1Z945,2023-06,4
30ABCDE3663F1Z946,2023-01,-2
30ABCDE3663F1Z946,2023-02,-5
30ABCDE3663F1Z946,2023-03,4
30ABCDE3663F1Z946,2023-04,-3
30ABCDE3663F1Z946,2023-05,2
30ABCDE3663F1Z946,2023-06,4
33ABCDE4013F1Z947,2023-01,-4
33ABCDE4013F1Z947,2023-02,-4
33ABCDE4013F1Z947,2023-03,1
33ABCDE4013F1Z947,2023-04,-5
33ABCDE4013F1Z947,2023-05,-5
33ABCDE4013F1Z947,2023-06,4
28ABCDE2244F1Z948,2023-01,-3
28ABCDE2244F1Z948,2023-02,0
28ABCDE2244F1Z948,2023-03,-5
28ABCDE2244F1Z948,2023-04,3
28ABCDE2244F1Z948,2023-05,-5
28ABCDE2244F1Z948,2023-06,-2
26ABCDE6141F1Z949,2023-01,-1
26ABCDE6141F1Z949,2023-02,-5
26ABCDE6141F1Z949,2023-03,-5
26ABCDE6141F1Z949,2023-04,-5
26ABCDE6141F1Z949,2023-05,-5
26ABCDE6141F1Z949,2023-06,-1
16ABCDE8694F1Z950,2023-01,-4
16ABCDE8694F1Z950,2023-02,3
16ABCDE8694F1Z950,2023-03,-1
16ABCDE8694F1Z950,2023-04,-3
16ABCDE8694F1Z950,2023-05,0
16ABCDE8694F1Z950,2023-06,-3
29ABCDE9229F1Z951,2023-01,4
29ABCDE9229F1Z951,2023-02,-1
29ABCDE9229F1Z951,2023-03,4
29ABCDE9229F1Z951,2023-04,0
29ABCDE9229F1Z951,2023-05,5
29ABCDE9229F1Z951,2023-06,-2
20ABCDE1055F1Z952,2023-01,-3
20ABCDE1055F1Z952,2023-02,-3
20ABCDE1055F1Z952,2023-03,-2
20ABCDE1055F1Z952,2023-04,0
20ABCDE1055F1Z952,2023-05,4
20ABCDE1055F1Z952,2023-06,-4
18ABCDE4807F1Z953,2023-01,5
18ABCDE4807F1Z953,2023-02,-4
18ABCDE4807F1Z953,2023-03,1
18ABCDE4807F1Z953,2023-04,4
18ABCDE4807F1Z953,2023-05,-2
18ABCDE4807F1Z953,2023-06,-3
24ABCDE2549F1Z954,2023-01,-1
24ABCDE2549F1Z954,2023-02,1
24ABCDE2549F1Z954,2023-03,3
24ABCDE2549F1Z954,2023-04,1
24ABCDE2549F1Z954,2023-05,5
24ABCDE2549F1Z954,2023-06,3
17ABCDE1295F1Z955,2023-01,-5
17ABCDE1295F1Z955,2023-02,4
17ABCDE1295F1Z955,2023-03,-5
17ABCDE1295F1Z955,2023-04,2
17ABCDE1295F1Z955,2023-05,1
17ABCDE1295F1Z955,2023-06,1
16ABCDE2051F1Z956,2023-01,-4
16ABCDE2051F1Z956,2023-02,4
16ABCDE2051F1Z956,2023-03,5
16ABCDE2051F1Z956,2023-04,4
16ABCDE2051F1Z956,2023-05,0
16ABCDE2051F1Z956,2023-06,0
26ABCDE5200F1Z957,2023-01,4
26ABCDE5200F1Z957,2023-02,5
26ABCDE5200F1Z957,2023-03,3
26ABCDE5200F1Z957,2023-04,3
26ABCDE5200F1Z957,2023-05,-5
26ABCDE5200F1Z957,2023-06,-4
18ABCDE4676F1Z958,2023-01,1
18ABCDE4676F1Z958,2023-02,2
18ABCDE4676F1Z958,2023-03,-4
18ABCDE4676F1Z958,2023-04,0
18ABCDE4676F1Z958,2023-05,0
18ABCDE4676F1Z958,2023-06,4
29ABCDE3352F1Z959,2023-01,-4
29ABCDE3352F1Z959,2023-02,3
29ABCDE3352F1Z959,2023-03,-4
29ABCDE3352F1Z959,2023-04,-5
29ABCDE3352F1Z959,2023-05,-3
29ABCDE3352F1Z959,2023-06,5
22ABCDE9373F1Z960,2023-01,-5
22ABCDE9373F1Z960,2023-02,2
22ABCDE9373F1Z960,2023-03,3
22ABCDE9373F1Z960,2023-04,-3
22ABCDE9373F1Z960,2023-05,-5
22ABCDE9373F1Z960,2023-06,3
12ABCDE3527F1Z961,2023-01,0
12ABCDE3527F1Z961,2023-02,-1
12ABCDE3527F1Z961,2023-03,-5
12ABCDE3527F1Z961,2023-04,3
12ABCDE3527F1Z961,2023-05,-4
12ABCDE3527F1Z961,2023-06,5
19ABCDE3698F1Z962,2023-01,3
19ABCDE3698F1Z962,2023-02,0
19ABCDE3698F1Z962,2023-03,2
19ABCDE3698F1Z962,2023-04,3
19ABCDE3698F1Z962,2023-05,3
19ABCDE3698F1Z962,2023-06,0
26ABCDE3221F1Z963,2023-01,-2
26ABCDE3221F1Z963,2023-02,-2
26ABCDE3221F1Z963,2023-03,-5
26ABCDE3221F1Z963,2023-04,4
26ABCDE3221F1Z963,2023-05,-4
26ABCDE3221F1Z963,2023-06,-2
14ABCDE8807F1Z964,2023-01,4
14ABCDE8807F1Z964,2023-02,-2
14ABCDE8807F1Z964,2023-03,0
14ABCDE8807F1Z964,2023-04,1
14ABCDE8807F1Z964,2023-05,-4
14ABCDE8807F1Z964,2023-06,4
34ABCDE8159F1Z965,2023-01,-2
34ABCDE8159F1Z965,2023-02,-1
34ABCDE8159F1Z965,2023-03,-5
34ABCDE8159F1Z965,2023-04,0
34ABCDE8159F1Z965,2023-05,5
34ABCDE8159F1Z965,2023-06,0
14ABCDE6854F1Z966,2023-01,-4
14ABCDE6854F1Z966,2023-02,-4
14ABCDE6854F1Z966,2023-03,-1
14ABCDE6854F1Z966,2023-04,-1
14ABCDE6854F1Z966,2023-05,4
14ABCDE6854F1Z966,2023-06,2
32ABCDE8216F1Z967,2023-01,0
32ABCDE8216F1Z967,2023-02,1
32ABCDE8216F1Z967,2023-03,-5
32ABCDE8216F1Z967,2023-04,1
32ABCDE8216F1Z967,2023-05,-2
32ABCDE8216F1Z967,2023-06,4
20ABCDE3560F1Z968,2023-01,0
20ABCDE3560F1Z968,2023-02,1
20ABCDE3560F1Z968,2023-03,3
20ABCDE3560F1Z968,2023-04,-4
20ABCDE3560F1Z968,2023-05,1
20ABCDE3560F1Z968,2023-06,0
34ABCDE7931F1Z969,2023-01,-3
34ABCDE7931F1Z969,2023-02,0
34ABCDE7931F1Z969,2023-03,-5
34ABCDE7931F1Z969,2023-04,2
34ABCDE7931F1Z969,2023-05,-2
34ABCDE7931F1Z969,2023-06,-3
17ABCDE6967F1Z970,2023-01,3
17ABCDE6967F1Z970,2023-02,-1
17ABCDE6967F1Z970,2023-03,-1
17ABCDE6967F1Z970,2023-04,-5
17ABCDE6967F1Z970,2023-05,2
17ABCDE6967F1Z970,2023-06,5
29ABCDE1238F1Z971,2023-01,-2
29ABCDE1238F1Z971,2023-02,-2
29ABCDE1238F1Z971,2023-03,3
29ABCDE1238F1Z971,2023-04,0
29ABCDE1238F1Z971,2023-05,-4
29ABCDE1238F1Z971,2023-06,3
34ABCDE4502F1Z972,2023-01,2
34ABCDE4502F1Z972,2023-02,-3
34ABCDE4502F1Z972,2023-03,-3
34ABCDE4502F1Z972,2023-04,5
34ABCDE4502F1Z972,2023-05,4
34ABCDE4502F1Z972,2023-06,3
31ABCDE6203F1Z973,2023-01,-5
31ABCDE6203F1Z973,2023-02,5
31ABCDE6203F1Z973,2023-03,4
31ABCDE6203F1Z973,2023-04,-4
31ABCDE6203F1Z973,2023-05,0
31ABCDE6203F1Z973,2023-06,-3
19ABCDE7623F1Z974,2023-01,4
19ABCDE7623F1Z974,2023-02,1
19ABCDE7623F1Z974,2023-03,0
19ABCDE7623F1Z974,2023-04,-2
19ABCDE7623F1Z974,2023-05,-5
19ABCDE7623F1Z974,2023-06,0
36ABCDE2204F1Z975,2023-01,-2
36ABCDE2204F1Z975,2023-02,0
36ABCDE2204F1Z975,2023-03,2
36ABCDE2204F1Z975,2023-04,-4
36ABCDE2204F1Z975,2023-05,4
36ABCDE2204F1Z975,2023-06,2
30ABCDE3864F1Z976,2023-01,-5
30ABCDE3864F1Z976,2023-02,-1
30ABCDE3864F1Z976,2023-03,-3
30ABCDE3864F1Z976,2023-04,1
30ABCDE3864F1Z976,2023-05,-1
30ABCDE3864F1Z976,2023-06,0
23ABCDE7418F1Z977,2023-01,4
23ABCDE7418F1Z977,2023-02,4
23ABCDE7418F1Z977,2023-03,-2
23ABCDE7418F1Z977,2023-04,1
23ABCDE7418F1Z977,2023-05,2
23ABCDE7418F1Z977,2023-06,1
16ABCDE5248F1Z978,2023-01,3
16ABCDE5248F1Z978,2023-02,-4
16ABCDE5248F1Z978,2023-03,-3
16ABCDE5248F1Z978,2023-04,-4
16ABCDE5248F1Z978,2023-05,5
16ABCDE5248F1Z978,2023-06,2
31ABCDE6669F1Z979,2023-01,-5
31ABCDE6669F1Z979,2023-02,2
31ABCDE6669F1Z979,2023-03,-1
31ABCDE6669F1Z979,2023-04,-4
31ABCDE6669F1Z979,2023-05,-3
31ABCDE6669F1Z979,2023-06,-4
24ABCDE1708F1Z980,2023-01,-4
24ABCDE1708F1Z980,2023-02,-4
24ABCDE1708F1Z980,2023-03,1
24ABCDE1708F1Z980,2023-04,5
24ABCDE1708F1Z980,2023-05,2
24ABCDE1708F1Z980,2023-06,-2
