Gstin,Gstr1_Liability,Gstr3b_Paid
35ABCDE5529F1Z877,332789.88000000006,329461.98
29ABCDE4254F1Z878,397424.29,393450.05
29ABCDE2689F1Z879,491356.26,486442.7
12ABCDE1045F1Z880,180193.77999999997,178391.84
13ABCDE8879F1Z881,729703.2400000001,722406.21
15ABCDE7277F1Z882,200418.07,198413.89
31ABCDE9450F1Z883,472416.17999999993,467692.02
23ABCDE3993F1Z884,689601.0700000001,682705.06
34ABCDE8942F1Z885,375690.50999999995,371933.6
11ABCDE1057F1Z886,239521.03,237125.82
22ABCDE7185F1Z887,463589.95,458954.05
32ABCDE6224F1Z888,353317.01,349783.84
31ABCDE3814F1Z889,362588.49,358962.61
21ABCDE3550F1Z890,584890.52,579041.61
22ABCDE4436F1Z891,358406.56999999995,354822.5
12ABCDE4530F1Z892,553212.05,547679.93
17ABCDE3058F1Z893,539549.37,534153.88
33ABCDE8660F1Z894,463238.42,458606.04
33ABCDE6154F1Z895,494153.96,489212.42
29ABCDE1772F1Z896,244513.02000000002,242067.89
36ABCDE5822F1Z897,409000.08,404910.08
25ABCDE4733F1Z898,527605.0700000001,522329.02
28ABCDE5946F1Z899,490192.65,485290.72
23ABCDE7779F1Z900,380781.07,376973.26
33ABCDE3319F1Z901,488797.67,483909.69
29ABCDE2815F1Z902,609283.4299999999,603190.6
30ABCDE2951F1Z903,485327.66,480474.38
15ABCDE6330F1Z904,310992.51,307882.58
17ABCDE7235F1Z905,280919.02,278109.83
16ABCDE6580F1Z906,379423.34,375629.11
19ABCDE6366F1Z907,380027.42,376227.15
27ABCDE4969F1Z908,554520.13,548974.93
29ABCDE8917F1Z909,472414.79000000004,467690.64
10ABCDE7910F1Z910,557845.36,552266.91
33ABCDE8751F1Z911,465713.97,461056.83
16ABCDE4040F1Z912,210928.52000000002,208819.23
21ABCDE1891F1Z913,309920.21,306821.01
18ABCDE1526F1Z914,353057.02,349526.45
31ABCDE8949F1Z915,378397.57,374613.59
16ABCDE8753F1Z916,295150.81000000006,292199.3
28ABCDE4010F1Z917,701768.95,694751.26
23ABCDE9572F1Z918,476857.45000000007,472088.88
27ABCDE7945F1Z919,524495.3400000001,519250.39
13ABCDE7599F1Z920,150445.34,148940.89
22ABCDE3274F1Z921,586607.5700000001,580741.49
23ABCDE6545F1Z922,901181.9599999998,892170.14
35ABCDE1950F1Z923,603585.4099999999,597549.56
33ABCDE9435F1Z924,605514.1,599458.96
12ABCDE2478F1Z925,557780.1300000001,552202.33
33ABCDE7938F1Z926,453956.57999999996,449417.01
32ABCDE9348F1Z927,376553.32999999996,372787.8
15ABCDE8290F1Z928,518156.5399999999,512974.97
31ABCDE1724F1Z929,445901.74,441442.72
31ABCDE8999F1Z930,453387.81000000006,448853.93
29ABCDE6278F1Z931,494531.12000000005,489585.81
35ABCDE6419F1Z932,314153.64999999997,311012.11
35ABCDE5442F1Z933,337421.05,334046.84
35ABCDE7844F1Z934,178880.29,177091.49
27ABCDE1897F1Z935,549158.08,543666.5
32ABCDE4086F1Z936,488723.79,483836.55
27ABCDE8307F1Z937,262822.9,260194.67
15ABCDE6730F1Z938,504303.13,499260.1
17ABCDE1520F1Z939,319116.02,315924.86
35ABCDE9088F1Z940,700981.28,693971.47
22ABCDE3520F1Z941,265935.24,263275.89
22ABCDE2221F1Z942,371155.92000000004,367444.36
31ABCDE2874F1Z943,414624.49,410478.25
15ABCDE3539F1Z944,395370.56,391416.85
29ABCDE9845F1Z945,546891.9500000001,541423.03
30ABCDE3663F1Z946,483984.83,479144.98
33ABCDE4013F1Z947,420070.29999999993,415869.6
28ABCDE2244F1Z948,506947.13999999996,501877.67
26ABCDE6141F1Z949,287137.05,284265.68
16ABCDE8694F1Z950,416610.36999999994,412444.27
29ABCDE9229F1Z951,478989.92000000004,474200.02
20ABCDE1055F1Z952,319563.93,316368.29
18ABCDE4807F1Z953,759262.59,751669.96
24ABCDE2549F1Z954,730117.8400000001,722816.66
17ABCDE1295F1Z955,539563.87,534168.23
16ABCDE2051F1Z956,467308.98,462635.89
26ABCDE5200F1Z957,546563.33,541097.7
18ABCDE4676F1Z958,665438.9199999999,658784.53
29ABCDE3352F1Z959,610911.68,604802.56
22ABCDE9373F1Z960,428142.80000000005,423861.37
12ABCDE3527F1Z961,498797.3899999999,493809.42
19ABCDE3698F1Z962,472891.56,468162.64
26ABCDE3221F1Z963,387069.21,383198.52
14ABCDE8807F1Z964,632332.1299999999,626008.81
34ABCDE8159F1Z965,336677.67,333310.89
14ABCDE6854F1Z966,507554.18999999994,502478.65
32ABCDE8216F1Z967,633944.45,627605.01
20ABCDE3560F1Z968,919585.5299999998,910389.67
34ABCDE7931F1Z969,427392.12000000005,423118.2
17ABCDE6967F1Z970,555925.8200000001,550366.56
29ABCDE1238F1Z971,437414.75999999995,433040.61
34ABCDE4502F1Z972,398591.37999999995,394605.47
31ABCDE6203F1Z973,466618.23,461952.05
19ABCDE7623F1Z974,781101.36,773290.35
36ABCDE2204F1Z975,519901.19000000006,514702.18
30ABCDE3864F1Z976,332089.80000000005,328768.9
23ABCDE7418F1Z977,235936.02000000005,233576.66
16ABCDE5248F1Z978,556999.64,551429.64
31ABCDE6669F1Z979,398437.24999999994,394452.88
24ABCDE1708F1Z980,704364.3999999999,697320.76
32ABCDE4650F1Z981,445535.57,441080.21
26ABCDE3090F1Z982,297635.44,294659.09
31ABCDE6071F1Z983,693804.9299999999,686866.88
23ABCDE8043F1Z984,494361.70000000007,489418.08
36ABCDE7058F1Z985,702127.0,695105.73
19ABCDE1740F1Z986,561951.98,556332.46
30ABCDE2719F1Z987,257808.00999999998,255229.93
28ABCDE4596F1Z988,252538.78,250013.39
14ABCDE2282F1Z989,805193.13,797141.2
31ABCDE1837F1Z990,579933.5599999999,574134.22
33ABCDE4703F1Z991,456596.44,452030.48
30ABCDE7169F1Z992,240361.09000000003,237957.48
10ABCDE4586F1Z993,408995.69999999995,404905.74
32ABCDE7818F1Z994,431783.53,427465.69
34ABCDE6284F1Z995,510313.43999999994,505210.31
23ABCDE8277F1Z996,385395.17000000004,381541.22
12ABCDE4004F1Z997,321517.51,318302.33
25ABCDE4372F1Z998,717931.1,710751.79
29ABCDE5589F1Z999,525622.99,520366.76
30ABCDE8830F1Z1000,327689.27,324412.38
34ABCDE5129F1Z1001,290620.19999999995,287714.0
29ABCDE2784F1Z1002,407833.29,403754.96
19ABCDE2666F1Z1003,535064.78,529714.13
24ABCDE3344F1Z1004,517410.49000000005,512236.39
15ABCDE6714F1Z1005,420931.50999999995,416722.19
13ABCDE3972F1Z1006,630375.8400000001,624072.08
12ABCDE7283F1Z1007,194667.1,192720.43
21ABCDE4726F1Z1008,1025328.8899999999,1015075.6
14ABCDE4493F1Z1009,275044.01,272293.57
17ABCDE9604F1Z1010,724070.9299999999,716830.22
19ABCDE8656F1Z1011,352307.76,348784.68
24ABCDE2949F1Z1012,414134.71,409993.36
33ABCDE9239F1Z1013,210461.43000000002,208356.82
20ABCDE3257F1Z1014,768308.9500000001,760625.86
24ABCDE7910F1Z1015,303562.87,300527.24
12ABCDE2287F1Z1016,139763.49,138365.86
24ABCDE6433F1Z1017,387763.79999999993,383886.16
25ABCDE6703F1Z1018,869827.0900000001,861128.82
17ABCDE8336F1Z1019,317233.33,314061.0
18ABCDE9906F1Z1020,282832.8,280004.47
20ABCDE4734F1Z1021,790788.68,782880.79
22ABCDE3369F1Z1022,397715.69999999995,393738.54
27ABCDE3872F1Z1023,580214.9600000001,574412.81
28ABCDE5407F1Z1024,177815.06,176036.91
14ABCDE3928F1Z1025,297812.26,294834.14
16ABCDE5979F1Z1026,386121.45999999996,382260.25
15ABCDE9853F1Z1027,644632.05,638185.73
33ABCDE4695F1Z1028,557784.26,552206.42
28ABCDE6266F1Z1029,301182.12,298170.3
21ABCDE5068F1Z1030,407720.62,403643.41
22ABCDE5113F1Z1031,246745.59,244278.13
35ABCDE5136F1Z1032,316847.87,313679.39
30ABCDE2187F1Z1033,821154.5099999998,812942.96
17ABCDE4209F1Z1034,249935.02000000002,247435.67
10ABCDE8279F1Z1035,605892.98,599834.05
25ABCDE4358F1Z1036,669729.5900000001,663032.29
12ABCDE9910F1Z1037,404814.49,400766.35
25ABCDE2449F1Z1038,570754.2899999999,565046.75
35ABCDE6775F1Z1039,694800.98,687852.97
16ABCDE8448F1Z1040,302726.17000000004,299698.91
27ABCDE2301F1Z1041,123768.93999999999,122531.25
32ABCDE4394F1Z1042,549390.35,543896.45
21ABCDE8432F1Z1043,417669.4800000001,413492.79
17ABCDE8591F1Z1044,362321.13999999996,358697.93
29ABCDE6331F1Z1045,762175.3500000001,754553.6
15ABCDE5502F1Z1046,672391.2399999999,665667.33
26ABCDE5038F1Z1047,321103.42000000004,317892.39
34ABCDE8423F1Z1048,235683.19000000003,233326.36
20ABCDE5677F1Z1049,180570.27000000002,178764.57
36ABCDE4662F1Z1050,332827.37,329499.1
27ABCDE4756F1Z1051,429146.35000000003,424854.89
12ABCDE6661F1Z1052,718424.2899999999,711240.05
30ABCDE4005F1Z1053,441836.0399999999,437417.68
16ABCDE7838F1Z1054,1083749.0,1072911.51
11ABCDE9265F1Z1055,433138.22,428806.84
34ABCDE6742F1Z1056,470955.87,466246.31
11ABCDE9096F1Z1057,572602.37,566876.35
34ABCDE2861F1Z1058,318715.04,315527.89
10ABCDE4963F1Z1059,540122.5,534721.28
11ABCDE2862F1Z1060,436951.4,432581.89
24ABCDE5173F1Z1061,355440.11,351885.71
36ABCDE1352F1Z1062,916846.28,907677.82
16ABCDE1711F1Z1063,331739.66,328422.26
13ABCDE6084F1Z1064,617956.9400000001,611777.37
17ABCDE1009F1Z1065,212268.35,210145.67
30ABCDE1655F1Z1066,366183.56999999995,362521.73
17ABCDE3092F1Z1067,414145.0,410003.55
13ABCDE1699F1Z1068,493268.85,488336.16
32ABCDE6616F1Z1069,710240.03,703137.63
23ABCDE6728F1Z1070,276080.65,273319.84
22ABCDE6420F1Z1071,754142.8099999999,746601.38
20ABCDE8549F1Z1072,309804.3,306706.26
28ABCDE7289F1Z1073,378027.38,374247.11
31ABCDE3798F1Z1074,708015.8099999999,700935.65
35ABCDE7046F1Z1075,725218.2199999999,717966.04
35ABCDE4343F1Z1076,530467.2899999999,525162.62
35ABCDE8276F1Z1077,724875.3199999998,717626.57
36ABCDE7838F1Z1078,349933.76,346434.42
11ABCDE6156F1Z1079,633001.26,626671.25
32ABCDE9565F1Z1080,316524.07,313358.83
33ABCDE2789F1Z1081,288166.29000000004,285284.63
25ABCDE4204F1Z1082,495923.1400000001,490963.91
18ABCDE1022F1Z1083,457127.87,452556.59
29ABCDE5072F1Z1084,369012.7700000001,365322.64
19ABCDE4065F1Z1085,439012.87,434622.74
21ABCDE1042F1Z1086,913612.5399999999,904476.41
17ABCDE4282F1Z1087,426076.32,421815.56
34ABCDE2538F1Z1088,259650.04,257053.54
16ABCDE3746F1Z1089,103837.2,102798.83
32ABCDE3626F1Z1090,84202.18,83360.16
13ABCDE1304F1Z1091,314167.19,311025.52
12ABCDE7479F1Z1092,565408.86,559754.77
20ABCDE4908F1Z1093,350288.77,346785.88
23ABCDE9228F1Z1094,379507.35,375712.28
18ABCDE5702F1Z1095,264581.14,261935.33
18ABCDE5634F1Z1096,504887.51000000007,499838.63
26ABCDE9625F1Z1097,581897.07,576078.1
10ABCDE9725F1Z1098,159967.39,158367.72
28ABCDE9131F1Z1099,288817.7,285929.52
13ABCDE7342F1Z1100,368783.16,365095.33
25ABCDE8234F1Z1101,455160.60000000003,450608.99
18ABCDE4223F1Z1102,407956.31,403876.75
27ABCDE7883F1Z1103,701649.5600000002,694633.06
26ABCDE2287F1Z1104,746733.0699999998,739265.74
35ABCDE3257F1Z1105,473447.68000000005,468713.2
18ABCDE3479F1Z1106,675320.02,668566.82
24ABCDE9165F1Z1107,592638.2000000001,586711.82
29ABCDE9836F1Z1108,390286.76,386383.89
28ABCDE4765F1Z1109,255618.37999999998,253062.2
22ABCDE1168F1Z1110,546451.41,540986.9
11ABCDE2126F1Z1111,282637.11000000004,279810.74
20ABCDE7829F1Z1112,653989.23,647449.34
13ABCDE8267F1Z1113,587161.9199999999,581290.3
31ABCDE9311F1Z1114,581642.3200000002,575825.9
33ABCDE9908F1Z1115,722397.27,715173.3
26ABCDE1062F1Z1116,320166.55000000005,316964.88
23ABCDE1261F1Z1117,357336.87000000005,353763.5
33ABCDE5749F1Z1118,274272.7,271529.97
15ABCDE8314F1Z1119,596454.4700000001,590489.93
16ABCDE1321F1Z1120,574043.42,568302.99
25ABCDE4419F1Z1121,468237.4,463555.03
10ABCDE4341F1Z1122,229215.19,226923.04
21ABCDE6293F1Z1123,392219.15,388296.96
23ABCDE5185F1Z1124,485916.22000000003,481057.06
36ABCDE9458F1Z1125,315150.17,311998.67
36ABCDE3233F1Z1126,193459.05,191524.46
34ABCDE7847F1Z1127,366454.28,362789.74
12ABCDE6252F1Z1128,241331.82,238918.5
22ABCDE9794F1Z1129,661966.2,655346.54
33ABCDE5290F1Z1130,478778.70999999996,473990.92
16ABCDE4474F1Z1131,404719.52999999997,400672.33
15ABCDE4484F1Z1132,882089.37,873268.48
28ABCDE1530F1Z1133,560092.09,554491.17
20ABCDE2385F1Z1134,768724.1900000002,761036.95
13ABCDE3950F1Z1135,409072.74,404982.01
24ABCDE2133F1Z1136,310871.8,307763.08
29ABCDE8851F1Z1137,426045.69,421785.23
22ABCDE3151F1Z1138,419116.92999999993,414925.76
19ABCDE1102F1Z1139,633274.1699999999,626941.43
18ABCDE6384F1Z1140,507653.8799999999,502577.34
32ABCDE7917F1Z1141,610866.14,604757.48
31ABCDE1569F1Z1142,440560.47000000003,436154.87
27ABCDE1601F1Z1143,545185.4400000001,539733.59
35ABCDE2550F1Z1144,501490.98000000004,496476.07
29ABCDE5237F1Z1145,492917.43999999994,487988.27
28ABCDE7416F1Z1146,568324.98,562641.73
36ABCDE4441F1Z1147,646774.86,640307.11
24ABCDE4081F1Z1148,108077.97,106997.19
25ABCDE8899F1Z1149,445766.20999999996,441308.55
26ABCDE7837F1Z1150,654028.9500000001,647488.66
20ABCDE9220F1Z1151,168437.53,166753.15
33ABCDE1229F1Z1152,95512.99,94557.86
25ABCDE8551F1Z1153,1048283.1699999997,1037800.34
23ABCDE7612F1Z1154,544240.97,538798.56
22ABCDE2529F1Z1155,612400.1000000001,606276.1
13ABCDE7105F1Z1156,349407.31,345913.24
11ABCDE2164F1Z1157,877931.9699999999,869152.65
29ABCDE5934F1Z1158,551587.76,546071.88
14ABCDE5954F1Z1159,718072.7,710891.97
15ABCDE7342F1Z1160,411337.68,407224.3
18ABCDE5109F1Z1161,503804.21,498766.17
25ABCDE8409F1Z1162,413367.13,409233.46
28ABCDE8858F1Z1163,578792.84,573004.91
11ABCDE4953F1Z1164,324282.76,321039.93
19ABCDE6422F1Z1165,343553.7,340118.16
22ABCDE2816F1Z1166,266673.89,264007.15
21ABCDE7921F1Z1167,613236.31,607103.95
22ABCDE6373F1Z1168,687661.3099999998,680784.7
15ABCDE7062F1Z1169,835624.31,827268.07
23ABCDE1863F1Z1170,490868.01999999996,485959.34
24ABCDE2581F1Z1171,405602.0999999999,401546.08
13ABCDE5880F1Z1172,463354.05,458720.51
19ABCDE8624F1Z1173,540067.67,534666.99
16ABCDE6185F1Z1174,602865.44,596836.79
23ABCDE6617F1Z1175,467646.46,462970.0
16ABCDE7885F1Z1176,382036.02999999997,378215.67
35ABCDE1396F1Z1177,330294.63,326991.68
23ABCDE1540F1Z1178,534749.8799999999,529402.38
20ABCDE3309F1Z1179,462205.82,457583.76
10ABCDE2392F1Z1180,282324.56,279501.31
14ABCDE7562F1Z1181,404473.54000000004,400428.8
23ABCDE3374F1Z1182,220511.61,218306.49
12ABCDE2467F1Z1183,229000.74,226710.73
16ABCDE8096F1Z1184,624043.8099999999,617803.37
32ABCDE4881F1Z1185,565273.76,559621.02
17ABCDE2928F1Z1186,452430.3,447906.0
33ABCDE1110F1Z1187,332093.5,328772.57
10ABCDE5607F1Z1188,293967.42,291027.75
29ABCDE2955F1Z1189,571290.6799999999,565577.77
21ABCDE3898F1Z1190,882138.0,873316.62
35ABCDE4294F1Z1191,597212.94,591240.81
12ABCDE2142F1Z1192,411712.89,407595.76
14ABCDE6213F1Z1193,432865.28,428536.63
12ABCDE4800F1Z1194,431657.5900000001,427341.01
35ABCDE9854F1Z1195,185301.11,183448.1
30ABCDE3150F1Z1196,404435.48,400391.13
21ABCDE2929F1Z1197,465120.68,460469.47
28ABCDE2170F1Z1198,382196.18,378374.22
29ABCDE7537F1Z1199,221520.34999999998,219305.15
